Id,Nom,Adresse,Description,Public,Website,Téléphone,Catégorie1,Catégorie2,Catégorie3,Catégorie4,Catégorie5,Catégorie6,Catégorie7
7328,Borne fontaine,"120 Boulevard de la Croix-Rousse, 69001 Lyon, France","109-Angle  Croix Rousse/Ozanam

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7329,Borne fontaine,"Place Colbert, 1 Place Colbert, 69001 Lyon, France","111-Face rue lemot

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7330,Borne fontaine,"3 Place Chardonnet, 69001 Lyon, France","Place Chardonnet-123-trotoire centre de la place

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7331,Borne fontaine,"19 Place Gabriel Rambaud, 69001 Lyon, France","112-Derrière les Halls martinière

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7332,Borne fontaine,"36 Rue Burdeau, 69001 Lyon, France","36-Rue Burdeau en bas de laMontée du perron-114-

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7333,Borne fontaine,"9 Place Tobie Robatel, 69001 Lyon, France","115-

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7334,Borne fontaine,"7 Rue Tavernier, 69001 Lyon, France","116-Dans aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7335,Borne fontaine,"19 Rue Pouteau, 69001 Lyon, France","Rue des Tables Claudiennes-117-Angle Pouteau

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7336,Borne fontaine,"11 Rue du Garet, 69001 Lyon, France","118-Angle rue de l'Arbre sec

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7337,Borne fontaine,"7 Rue Major Martin, 69001 Lyon, France","119-Au centre de  la rue

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7338,Borne fontaine,"3 Rue Sergent Blandan Ancienne Voie du Rhin, 69001 Lyon, France","121-Angle rue Pareille

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7339,Borne fontaine,"210 Cours de Verdun Gensoul, 69002 Lyon, France","202-Terrasse Verdun ouest en Alu

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7340,Borne fontaine,"1 Tunnel sous Fourvière, 69002 Lyon, France","201-terrasse Verdun est en Alu

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7341,Borne fontaine,"24 Place Carnot, 69002 Lyon, France","204-Angle rue Condé

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7342,Borne fontaine,"27 Place d'Ainay, 69002 Lyon, France","205-Angle remparts

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7343,Borne fontaine,"3 Quai des Célestins, 69002 Lyon, France","206-Devant HCL

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7344,Borne fontaine,"32 Quai Saint-Antoine, 69002 Lyon, France","207-Proche Sanitaire  Face Rue Petit David

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7345,Borne fontaine,"35 Place de l'Hôpital, 69002 Lyon, France","Hotel Dieu Place de l'Hopital

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7346,Borne fontaine,"42 Rue de la Fromagerie, 69001 Lyon, France","217-Eglise St Nizier angle rue de la Fromagerie

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7347,Borne fontaine,"37 Passage de l'Argue, 69002 Lyon, France","209- Angle passage de l'Argue

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7348,Borne fontaine,"25 Rue Smith, 69002 Lyon, France","Alimenté compteur Hippodrome-Angle rue Petit

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7349,Borne fontaine,"17 Cours Bayard, 69002 Lyon, France","211-Angle cours Bayard

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7350,Borne fontaine,"14 Voûte d'Ainay, 69002 Lyon, France","213-Dans jardin

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7351,Borne fontaine,"35 Rue Sala, 69002 Lyon, France","212-Dans Aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7352,Borne fontaine,"Jardin Bâtonnier Valensio, Place du Bâtonnier Valensio, 69005 Lyon, France","500-Dans aire de jeux Valensio

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7353,Borne fontaine,"70 Rue Joliot Curie, 69005 Lyon, France","501-Dans le Square Schweitzer

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7354,Borne fontaine,"70 Avenue du Point du Jour, 69005 Lyon, France","502- Place Tessier Vers de WC

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7355,Borne fontaine,"11 Place Benoît Crepu, 69005 Lyon, France","511-dans jardin Crépu face au 11

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7356,Borne fontaine,"Fourvière, 69005 Lyon, France","505-sortie de métro Fourvière

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7357,Borne fontaine,"2 Pl. du Change, 69005 Lyon, France","506-Angle rue Saint Jean place du Change

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7358,Borne fontaine,"5 Place Neuve Saint-Jean, 69005 Lyon, France","-Au centre de la place Neuve

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7359,Borne fontaine,"8 Place Saint-Jean, 69005 Lyon, France","508-Centre place St Jean vers fontaine

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7360,Borne fontaine,"9 Rue Dr Augros, 69005 Lyon, France","509-Angle rue Augros place st paul

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7361,Borne fontaine,"43 Rue du Cardinal Gerlier, 69005 Lyon, France","510-vers entrée cimetière de Loyasse

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7362,Borne fontaine,"4 Rue du Palais de Justice, 69005 Lyon, France","511-Angle rue du palais de Justice et  3 marie

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7363,Borne fontaine,"5 Rue du Viel Renversé, 69005 Lyon, France","512-Angle rue du Viel Renversé Doyenné

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7364,Borne fontaine,"3 Rue Louis Carrand, 69005 Lyon, France","513-Entree Guignol-Garrand

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7365,Borne fontaine,"120 Rue Saint-Georges, 69005 Lyon, France","516-Angle Square P Fillon St Georges

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7366,Borne fontaine,"6 Place du Général Leclerc, 69006 Lyon, France","601- Parc Tête d'Or-Entrée Enfant du Rhône

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7367,Borne fontaine,"6042 - CITÉ INTERNATIONALE - RÉSIDENCE HÔTELIÈRE, 69006 Lyon, France","PTO-Piste jogging Luter King

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7368,Borne fontaine,"18 Allée du Chalet, 69006 Lyon, France","Parking des Bus allée du Chalets 6 robinets

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7369,Borne fontaine,"75 Boulevard de Stalingrad, 69100 Villeurbanne, France","PTO-Allée du Grand Camp Voûte

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7370,Borne fontaine,"Zoo de Lyon, 69006 Lyon, France","PTO-Zoo

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7371,Borne fontaine,"Allée du Grand Camp, 69006 Lyon, France","PTO-Allée du Grand Camp Poste de secours

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7372,Borne fontaine,"Place de Guignol, Parc de la Tête d'Or, 69006 Lyon, France","PTO-Allée de la Volière Plaine africaine

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7373,Borne fontaine,"42 Impasse Ancel, 69004 Lyon, France","401-aire de jeux ( haut ) Alu

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7374,Borne fontaine,"57 A Rue Chazière, 69004 Lyon, France","vers -Aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7375,Borne fontaine,"4 Rue André Bonin, 69004 Lyon, France","402-( en bas du parc )

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7376,Borne fontaine,"131 Rue Pierre Valdo, 69005 Lyon, France","514-Cesar Geoffray-Vers WC

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7377,Borne fontaine,"5 Rue du Bâtonnier Jacquier, 69007 Lyon, France","Square du Beguin-701-dans jardin public

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7378,Borne fontaine,"9 Place Raspail, 69007 Lyon, France","Pl Raspail-708-Vers aire à chiens

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7379,Borne fontaine,"39 Montée de la Grande-Côte, 69001 Lyon, France","104-Dans aire de Jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7380,Borne fontaine,"13 Montée de la Grande-Côte, 69001 Lyon, France","Montée de la Grande Côte-105-En Alu

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7381,Borne fontaine,"30 Quai Saint-Vincent, 69001 Lyon, France","106-Dans aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7382,Borne fontaine,"22 Place du Commandant Arnaud, 69004 Lyon, France","405-Angle rue Dumont d'Urville vers aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7383,Borne fontaine,"119B Rue des Charmettes, 69006 Lyon, France","Sq Descour-Dans jardin public

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7384,Borne fontaine,"42 Rue Louis Blanc, 69006 Lyon, France","Garibaldi Europe602-Dans Aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7385,Borne fontaine,"Jardin du Cardinal Villot, Place Cardinal Jean Villot, 69006 Lyon, France","Square Villot-603-Dans aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7386,Borne fontaine,"69006 Place Maréchal Lyautey, 69006 Lyon, France","Place Lyautey-604-Dans aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7387,Borne fontaine,"12 Place Puvis de Chavannes, 69006 Lyon, France","Pl Puvis de Chavannes-605-Dans jardin public

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7388,Borne fontaine,"91 Rue Moncey, 69003 Lyon, France","324-Angle Dunoir Dans Square

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
